age,height_cm,weight_kg,activity_level,healthy
43,175,53.0,3,0
37,186,81.3,5,1
26,155,62.6,3,0
20,194,90.3,3,1
44,170,51.7,3,0
28,187,68.9,3,1
58,171,104.6,3,0
52,168,64.3,3,1
48,185,61.6,2,0
31,169,54.1,5,1
32,190,122.9,3,0
30,188,82.9,3,1
49,184,94.4,2,0
32,168,58.4,4,1
35,161,46.6,1,0
55,168,70.0,4,1
19,171,106.1,1,0
37,175,64.7,4,1
52,191,64.9,3,0
34,170,58.2,4,1
21,175,52.8,3,0
42,159,51.0,5,1
58,191,57.3,2,0
26,190,78.6,4,1
39,188,93.9,1,0
35,161,63.4,3,1
18,178,50.8,3,0
49,187,80.8,3,1
53,160,71.7,2,0
41,167,53.0,4,1
30,191,63.2,3,0
35,177,71.4,4,1
51,158,78.1,3,0
57,160,51.4,3,1
21,183,58.3,3,0
29,160,52.9,5,1
55,162,73.8,3,0
24,173,63.6,3,1
52,184,127.7,1,0
58,188,84.4,4,1
35,171,47.0,2,0
39,157,55.6,5,1
51,189,62.8,1,0
23,191,71.5,3,1
44,175,54.9,2,0
57,180,70.6,3,1
53,164,44.9,3,0
24,161,56.3,4,1
21,168,47.6,2,0
27,171,63.5,4,1
39,186,56.7,1,0
23,173,62.6,3,1
50,177,57.1,3,0
43,187,65.7,3,1
44,159,39.1,3,0
55,170,67.8,4,1
52,169,48.9,1,0
58,177,72.9,4,1
49,185,60.7,1,0
31,186,84.5,4,1
24,180,115.3,1,0
50,164,66.4,5,1
59,166,47.0,2,0
44,182,65.6,4,1
19,190,60.5,3,0
39,180,66.5,4,1
42,191,59.2,1,0
41,194,74.6,3,1
34,178,57.3,2,0
41,163,55.0,3,1
47,194,105.8,3,0
46,178,60.3,3,1
35,174,54.8,2,0
46,185,63.4,5,1
37,163,83.7,1,0
36,180,79.0,3,1
43,180,107.3,1,0
20,156,59.3,5,1
34,187,57.6,3,0
43,189,88.6,3,1
24,190,129.9,1,0
42,164,50.8,4,1
25,183,110.7,3,0
58,168,62.1,4,1
31,161,65.7,3,0
20,158,57.6,5,1
19,168,81.6,1,0
30,168,56.8,4,1
43,175,76.6,2,0
26,177,62.8,5,1
34,156,37.8,3,0
29,194,88.2,4,1
33,173,100.1,1,0
53,176,59.4,5,1
47,194,135.9,3,0
54,161,62.0,5,1
32,157,38.4,1,0
32,157,48.7,3,1
43,175,109.9,2,0
41,189,73.1,5,1
31,164,85.7,2,0
58,164,62.3,3,1
20,185,110.7,2,0
30,188,74.0,4,1
21,172,51.7,2,0
51,160,50.5,5,1
28,166,45.9,1,0
53,164,63.8,3,1
59,166,99.6,1,0
39,175,59.3,4,1
56,174,54.9,2,0
55,192,69.1,4,1
27,160,88.6,3,0
27,162,54.2,4,1
38,193,113.9,1,0
49,166,55.2,5,1
27,186,63.4,2,0
57,177,60.3,5,1
57,187,62.5,1,0
51,174,64.7,4,1
35,178,54.2,2,0
40,165,65.5,4,1
53,187,119.3,2,0
36,172,63.4,5,1
40,170,46.5,1,0
25,172,72.0,3,1
43,184,51.5,2,0
57,166,67.0,4,1
30,191,62.2,3,0
43,180,71.9,5,1
57,163,43.5,3,0
27,167,56.4,4,1
32,161,45.6,3,0
53,175,64.0,5,1
43,191,67.1,1,0
44,193,73.9,5,1
33,184,103.4,3,0
59,179,59.5,4,1
54,187,111.9,2,0
45,189,69.1,4,1
51,167,87.4,2,0
28,192,74.7,3,1
24,162,47.6,1,0
32,192,75.5,3,1
36,164,101.6,1,0
40,166,55.2,3,1
20,163,47.7,2,0
51,168,59.3,3,1
32,182,52.3,2,0
59,155,47.0,4,1
34,181,106.5,3,0
43,192,87.0,3,1
26,158,62.6,3,0
48,185,79.8,5,1
51,178,52.6,3,0
30,169,60.9,4,1
47,190,122.6,1,0
29,175,64.8,5,1
48,177,48.7,1,0
38,169,62.0,3,1
30,173,82.3,3,0
24,158,52.2,4,1
22,164,44.5,1,0
27,164,62.0,5,1
38,162,98.4,1,0
47,175,58.2,3,1
22,185,56.2,3,0
36,190,79.8,3,1
31,187,123.4,2,0
27,185,82.8,3,1
24,181,121.4,2,0
40,174,66.6,3,1
45,159,82.3,1,0
46,173,63.1,3,1
20,175,50.0,3,0
55,174,62.1,3,1
51,175,104.9,3,0
30,177,73.9,3,1
19,173,54.5,2,0
59,174,71.3,5,1
19,190,100.3,1,0
24,171,70.6,3,1
21,192,94.9,1,0
26,158,54.9,4,1
22,172,99.7,1,0
47,178,75.2,5,1
34,155,38.9,1,0
52,176,73.1,3,1
29,174,47.9,2,0
49,193,81.1,4,1
49,181,57.0,1,0
35,162,58.3,4,1
51,161,42.3,3,0
26,163,53.3,5,1
52,172,87.3,3,0
37,179,77.5,4,1
31,176,49.3,2,0
21,169,59.9,3,1
24,185,99.8,2,0
55,166,60.0,4,1
27,169,107.9,3,0
58,185,81.9,5,1
56,188,115.8,3,0
51,169,53.4,4,1
54,186,92.5,3,0
20,166,59.5,3,1
24,167,47.0,1,0
23,173,63.2,4,1
26,181,87.8,3,0
52,157,52.6,3,1
57,189,112.8,1,0
21,168,52.4,4,1
34,190,58.0,2,0
30,156,50.2,5,1
43,176,49.7,2,0
29,178,77.1,5,1
56,167,93.7,1,0
27,187,73.6,4,1
33,189,59.3,2,0
24,164,60.6,4,1
20,162,39.6,2,0
23,186,78.4,4,1
33,179,54.1,3,0
23,177,60.1,4,1
55,156,43.9,1,0
46,162,58.2,3,1
39,159,38.2,1,0
47,185,69.8,5,1
59,172,77.9,3,0
51,182,72.4,3,1
58,170,44.4,3,0
37,178,71.7,4,1
44,180,51.4,3,0
55,159,62.0,4,1
32,186,60.2,1,0
56,158,53.6,3,1
28,187,64.3,1,0
56,185,70.9,4,1
44,190,64.2,3,0
52,189,80.9,5,1
18,179,56.3,3,0
19,172,55.9,3,1
27,159,78.4,1,0
48,164,54.5,4,1
38,160,46.4,2,0
43,175,69.6,4,1
43,162,88.4,1,0
33,191,70.8,5,1
48,167,46.1,2,0
44,192,80.0,4,1
55,179,57.6,3,0
55,175,61.6,4,1
38,174,99.5,1,0
46,163,50.7,4,1
27,183,58.5,2,0
54,176,76.1,3,1
57,183,85.9,3,0
31,187,76.8,3,1
44,178,57.9,3,0
45,182,76.5,3,1
22,161,74.4,2,0
19,179,74.8,5,1
18,177,85.8,1,0
20,160,56.8,4,1
19,172,52.8,3,0
41,174,68.4,3,1
18,184,53.2,3,0
41,176,69.6,3,1
43,167,43.8,3,0
34,169,55.7,3,1
51,165,85.5,3,0
22,189,69.9,5,1
35,188,56.6,3,0
56,157,49.7,3,1
43,187,53.7,3,0
24,186,85.4,4,1
53,186,100.1,3,0
47,190,70.1,3,1
33,173,80.3,3,0
54,190,70.6,3,1
35,170,49.8,3,0
56,183,62.8,3,1
34,170,48.4,2,0
54,156,55.8,4,1
31,187,64.2,3,0
37,156,46.7,5,1
54,172,48.2,2,0
29,189,79.2,4,1
59,186,63.0,2,0
26,187,75.3,4,1
26,183,57.4,2,0
59,183,76.5,4,1
56,170,109.1,2,0
59,192,68.6,4,1
37,179,56.8,2,0
50,182,66.3,4,1
22,159,94.9,1,0
20,184,67.3,3,1
20,180,84.7,2,0
20,158,52.8,3,1
56,189,63.6,2,0
58,185,76.0,4,1
49,172,92.5,2,0
42,188,79.8,5,1
23,157,76.8,1,0
23,166,58.2,4,1
28,193,100.6,2,0
39,184,67.2,5,1
47,162,47.2,1,0
36,159,52.3,5,1
40,181,106.9,3,0
59,183,71.0,3,1
50,173,85.3,3,0
24,180,63.6,3,1
59,182,50.5,2,0
32,167,52.1,5,1
40,187,96.7,2,0
33,167,69.4,4,1
18,192,133.8,2,0
59,178,70.7,3,1
25,182,51.9,2,0
23,168,58.3,4,1
43,193,67.7,3,0
24,194,72.0,3,1
38,164,47.5,2,0
42,167,68.3,4,1
51,189,93.2,3,0
23,173,57.5,5,1
26,166,77.7,1,0
18,181,60.7,3,1
35,166,42.1,3,0
39,190,89.8,4,1
46,189,61.3,2,0
58,170,69.7,5,1
19,178,47.6,2,0
46,157,55.9,3,1
18,157,90.4,3,0
38,155,50.6,4,1
23,190,55.1,2,0
20,166,65.3,4,1
39,177,56.0,1,0
52,181,63.8,5,1
50,193,93.9,3,0
28,177,63.1,3,1
44,189,117.1,1,0
38,183,77.3,3,1
55,174,95.5,2,0
23,157,55.8,5,1
22,167,43.9,3,0
52,166,64.4,4,1
39,193,59.1,1,0
37,185,67.8,4,1
50,162,88.4,2,0
29,167,66.8,5,1
42,186,90.0,1,0
57,177,60.0,3,1
49,169,95.1,1,0
27,178,74.9,4,1
24,158,66.5,3,0
43,172,63.3,3,1
31,169,47.8,3,0
34,168,61.8,4,1
36,193,132.1,2,0
50,193,82.1,3,1
50,186,57.7,2,0
52,191,79.8,3,1
21,164,42.5,2,0
47,170,66.2,5,1
33,194,57.5,2,0
53,171,57.5,4,1
41,181,90.7,1,0
55,157,53.3,5,1
50,155,43.8,3,0
43,168,64.6,5,1
48,178,90.8,1,0
31,194,75.3,4,1
41,181,121.2,2,0
35,191,83.9,5,1
25,174,96.5,1,0
45,189,74.8,5,1
48,193,107.7,3,0
48,191,72.2,3,1
43,156,81.0,2,0
55,177,75.0,5,1
28,182,53.8,3,0
54,172,57.9,4,1
31,164,46.1,3,0
56,168,61.3,5,1
56,179,56.2,2,0
38,186,69.5,3,1
22,158,38.0,3,0
52,191,82.7,4,1
50,162,45.0,3,0
51,160,56.0,5,1
29,190,61.2,3,0
46,171,63.4,4,1
45,168,100.0,2,0
41,160,51.6,3,1
41,192,65.1,2,0
41,155,58.6,3,1
45,194,113.8,3,0
39,189,83.6,4,1
45,172,104.3,2,0
25,158,51.8,3,1
50,188,54.9,2,0
54,188,73.6,5,1
56,182,90.4,2,0
35,179,71.1,3,1
20,185,55.8,3,0
57,157,51.8,5,1
24,188,122.4,3,0
35,179,74.0,3,1
36,193,109.5,2,0
21,173,67.2,3,1
31,187,108.9,3,0
54,172,70.7,4,1
29,160,39.2,3,0
47,156,59.5,4,1
46,187,131.1,1,0
50,160,50.6,3,1
36,186,60.9,2,0
57,186,83.2,4,1
25,188,122.6,3,0
32,174,69.5,5,1
41,188,124.3,3,0
52,192,81.5,3,1
44,182,105.5,3,0
34,187,76.4,4,1
33,183,53.4,1,0
38,175,58.3,4,1
30,155,73.4,2,0
26,157,56.4,4,1
42,179,55.9,1,0
43,168,65.7,3,1
21,184,89.3,3,0
55,177,66.3,5,1
39,183,61.4,3,0
56,166,51.2,5,1
56,180,54.6,1,0
53,179,68.8,3,1
19,167,79.0,3,0
32,185,74.3,3,1
37,166,75.8,2,0
44,179,60.1,3,1
48,191,66.7,1,0
45,179,72.5,5,1
56,161,44.4,3,0
54,176,59.1,3,1
44,187,132.5,2,0
44,162,56.0,4,1
46,174,101.7,2,0
55,183,82.1,4,1
48,166,43.1,2,0
29,186,84.3,4,1
32,186,126.4,3,0
51,192,82.0,3,1
22,172,104.1,2,0
39,185,83.9,3,1
29,182,56.6,1,0
46,170,66.6,4,1
25,174,99.1,2,0
28,194,80.0,5,1
51,161,39.7,2,0
24,179,74.1,5,1
55,174,86.1,2,0
34,164,58.1,4,1
44,190,63.1,2,0
23,188,82.4,3,1
57,194,63.2,3,0
35,173,74.0,4,1
56,166,42.0,1,0
53,175,59.2,5,1
42,161,91.1,3,0
50,161,55.8,5,1
26,166,79.2,1,0
30,177,65.0,3,1
56,178,56.0,3,0
48,183,66.9,3,1
48,156,77.8,3,0
21,165,58.6,3,1
33,193,141.5,3,0
24,192,76.7,3,1
19,165,49.4,1,0
56,173,68.2,3,1
56,156,41.5,1,0
54,182,72.3,3,1
42,187,110.3,2,0
45,165,56.2,3,1
54,174,48.4,2,0
48,181,72.2,4,1
46,190,101.5,1,0
42,156,54.0,3,1
21,190,95.7,1,0
42,180,71.6,3,1
31,190,136.0,1,0
45,162,58.1,3,1
36,187,127.1,2,0
39,181,75.7,3,1
43,167,86.2,3,0
47,189,72.3,4,1
29,182,121.6,1,0
38,177,65.3,5,1
51,164,95.9,3,0
40,181,76.6,3,1
54,160,44.3,1,0
32,180,64.1,4,1
23,189,127.3,2,0
29,192,84.5,4,1
56,161,42.5,1,0
35,178,67.9,5,1
58,164,44.5,3,0
48,160,62.0,5,1
28,169,98.3,3,0
24,169,68.6,3,1
41,156,74.1,3,0
55,184,65.6,5,1
18,188,57.3,1,0
40,175,71.5,5,1
29,176,109.4,1,0
41,168,68.0,5,1
41,185,58.0,2,0
43,156,53.2,4,1
18,165,48.8,1,0
56,182,75.7,5,1
27,168,81.0,2,0
49,180,73.7,3,1
59,156,39.0,3,0
26,176,66.4,3,1
18,163,74.9,1,0
21,163,53.1,4,1
35,166,69.3,3,0
24,170,58.9,3,1
54,193,66.4,2,0
39,162,50.1,3,1
19,184,56.2,1,0
27,178,61.8,3,1
21,167,50.8,2,0
50,173,70.5,5,1
56,164,91.0,3,0
32,189,75.4,3,1
39,177,47.9,3,0
58,160,56.7,5,1
26,187,54.4,2,0
58,183,74.0,3,1
32,162,69.5,2,0
33,176,69.3,5,1
57,192,113.9,2,0
59,193,77.4,5,1
38,155,68.6,2,0
40,188,83.6,3,1
51,193,66.3,1,0
18,159,54.3,3,1
45,185,63.0,1,0
51,167,61.9,4,1
49,189,60.1,3,0
26,164,63.9,3,1
22,160,64.4,1,0
19,191,68.8,4,1
42,157,77.1,2,0
27,184,78.8,4,1
19,184,94.0,1,0
25,167,58.5,4,1
22,173,48.6,3,0
37,174,73.7,3,1
27,188,54.0,3,0
59,158,54.3,4,1
31,158,39.4,3,0
23,183,75.4,4,1
42,194,112.2,2,0
42,173,71.0,4,1
58,190,108.7,2,0
33,163,65.4,5,1
58,167,81.9,3,0
58,156,47.8,4,1
57,182,83.2,3,0
21,189,85.6,5,1
28,168,83.7,3,0
19,165,58.4,5,1
46,172,52.8,2,0
48,194,69.7,4,1
47,179,88.4,3,0
20,157,57.7,4,1
34,190,130.2,2,0
38,166,68.2,5,1
37,189,106.9,3,0
57,192,77.9,5,1
38,174,54.5,1,0
21,166,55.9,4,1
55,167,75.5,3,0
30,167,57.3,3,1
19,164,47.3,1,0
31,174,57.4,3,1
34,178,49.0,3,0
33,156,48.8,5,1
25,157,90.1,3,0
50,184,83.3,5,1
35,182,51.1,1,0
32,161,49.8,4,1
55,165,81.5,2,0
41,173,59.1,3,1
25,179,57.2,1,0
42,162,51.2,3,1
32,155,62.7,2,0
58,172,72.0,3,1
56,155,36.4,1,0
24,173,62.1,3,1
32,189,94.0,1,0
20,163,62.9,5,1
43,156,61.5,1,0
30,182,62.8,3,1
55,190,64.2,1,0
57,169,53.6,4,1
21,187,52.5,2,0
53,174,68.3,3,1
28,166,104.6,1,0
37,179,75.4,3,1
28,163,41.2,3,0
49,168,55.9,3,1
25,159,42.5,1,0
47,170,68.3,4,1
18,180,120.7,3,0
33,168,63.7,5,1
32,173,84.2,3,0
40,162,55.8,4,1
59,183,108.7,1,0
43,171,54.3,5,1
30,156,61.4,3,0
39,169,53.5,5,1
26,182,84.7,3,0
54,183,62.9,4,1
56,160,70.7,3,0
27,174,62.1,5,1
58,164,101.1,2,0
54,157,52.0,5,1
38,191,66.0,3,0
59,182,63.7,3,1
57,176,94.0,1,0
33,176,62.8,4,1
35,161,83.5,3,0
40,186,64.1,5,1
26,185,59.1,3,0
50,175,71.8,4,1
49,189,130.7,1,0
38,187,71.5,5,1
50,182,121.1,3,0
31,173,65.3,5,1
23,163,91.6,2,0
45,163,59.5,3,1
23,168,44.9,3,0
29,173,70.8,4,1
36,178,120.1,2,0
53,183,67.0,3,1
46,158,39.4,2,0
42,160,57.3,5,1
44,179,111.7,3,0
20,158,48.3,5,1
32,162,41.7,2,0
56,164,51.2,3,1
58,173,46.8,3,0
48,193,79.8,3,1
40,194,67.4,3,0
22,171,71.6,5,1
32,167,80.7,1,0
26,158,55.3,4,1
33,187,57.7,3,0
48,182,71.3,5,1
31,179,114.2,3,0
53,178,64.4,4,1
47,181,54.5,1,0
18,176,69.8,5,1
34,190,66.2,1,0
26,165,56.0,3,1
23,167,44.9,3,0
44,168,60.3,4,1
22,190,97.2,2,0
34,184,72.0,3,1
18,155,77.9,1,0
45,187,76.5,3,1
47,162,84.5,1,0
41,160,49.1,3,1
18,186,58.8,3,0
46,156,57.5,3,1
53,171,75.8,3,0
21,171,54.7,4,1
59,169,81.2,2,0
41,170,65.6,3,1
41,178,88.8,1,0
45,169,54.1,5,1
39,164,75.5,2,0
48,186,76.3,5,1
52,175,48.4,3,0
42,185,66.4,4,1
34,165,84.2,1,0
44,191,82.6,5,1
21,170,78.6,3,0
34,180,64.0,4,1
45,155,72.2,1,0
57,192,71.8,3,1
30,165,99.9,2,0
25,167,53.8,5,1
41,157,40.0,1,0
36,194,88.4,3,1
40,156,42.2,2,0
33,165,55.4,5,1
48,168,45.0,1,0
43,160,58.7,3,1
34,185,106.4,1,0
53,190,78.2,5,1
34,193,114.8,1,0
38,173,64.7,4,1
20,186,60.3,2,0
45,158,54.6,5,1
27,177,50.0,2,0
48,155,58.2,3,1
36,183,50.3,2,0
43,158,53.4,4,1
44,187,56.5,1,0
40,158,56.6,5,1
48,175,94.8,3,0
58,183,83.4,5,1
18,173,55.0,1,0
31,170,63.8,4,1
29,192,64.0,2,0
48,170,53.8,4,1
50,167,49.9,3,0
30,157,47.1,4,1
45,173,49.9,2,0
50,159,62.3,3,1
24,178,56.8,2,0
35,186,65.7,5,1
50,159,45.4,2,0
22,187,70.9,4,1
51,180,91.7,2,0
50,187,68.9,3,1
43,177,92.1,1,0
59,163,50.1,5,1
43,163,99.5,2,0
20,188,78.6,3,1
30,156,38.7,1,0
39,165,58.3,3,1
56,174,53.9,1,0
50,156,57.0,4,1
58,183,117.7,2,0
37,157,47.3,4,1
43,190,64.7,1,0
50,181,71.3,4,1
43,186,116.3,3,0
50,185,74.3,5,1
41,162,93.6,2,0
36,174,68.1,3,1
27,170,43.4,1,0
33,187,79.7,3,1
39,163,90.8,1,0
25,170,67.0,5,1
50,155,39.7,3,0
33,172,73.6,3,1
36,162,39.5,3,0
57,173,58.8,3,1
48,187,63.3,3,0
33,192,87.2,4,1
42,186,97.5,1,0
33,166,64.1,5,1
42,167,50.0,3,0
52,187,76.2,4,1
26,172,102.8,1,0
34,188,85.4,3,1
31,157,37.3,1,0
40,181,61.1,3,1
30,170,43.8,1,0
39,171,63.7,3,1
26,156,42.9,2,0
30,162,61.2,3,1
29,158,38.4,3,0
24,177,70.4,3,1
22,171,47.0,1,0
19,164,64.7,5,1
30,167,81.4,3,0
35,190,80.1,5,1
50,183,95.3,3,0
20,161,57.6,5,1
57,157,37.8,3,0
55,194,89.8,4,1
45,185,54.3,1,0
58,180,78.6,3,1
37,167,51.3,3,0
31,194,70.8,5,1
21,184,57.0,1,0
31,164,51.0,3,1
40,181,56.9,1,0
36,155,44.5,4,1
46,156,37.7,1,0
25,176,60.1,3,1
43,156,37.2,2,0
36,182,73.6,3,1
43,185,54.8,2,0
42,156,59.4,3,1
29,163,97.1,1,0
59,176,76.4,4,1
23,172,97.6,1,0
24,171,64.0,4,1
30,177,52.4,1,0
22,189,66.7,5,1
54,161,79.5,2,0
23,162,53.4,5,1
57,161,76.3,1,0
38,155,50.5,3,1
50,158,42.6,3,0
45,160,61.4,3,1
40,187,52.9,2,0
30,166,57.7,5,1
45,182,59.3,2,0
56,172,62.9,5,1
54,156,44.3,3,0
49,172,61.9,5,1
24,189,64.0,1,0
21,179,67.6,4,1
48,158,37.7,1,0
20,191,88.6,3,1
31,189,92.4,3,0
30,170,54.1,3,1
53,184,95.6,3,0
54,156,53.9,5,1
30,194,103.7,3,0
33,160,53.5,4,1
35,158,62.7,3,0
24,194,91.1,4,1
32,183,100.6,1,0
23,192,85.8,4,1
34,178,83.5,3,0
33,169,60.0,5,1
54,181,100.7,3,0
45,193,85.7,3,1
29,169,46.9,3,0
36,177,74.1,3,1
46,178,112.6,3,0
33,192,85.5,5,1
18,161,38.9,2,0
40,183,70.8,3,1
24,166,50.4,3,0
34,190,81.4,4,1
44,194,58.6,3,0
32,160,54.7,5,1
30,183,122.4,3,0
27,171,61.2,3,1
47,164,77.0,3,0
24,180,72.4,4,1
20,192,124.2,3,0
47,161,57.7,5,1
21,183,84.9,2,0
46,180,79.3,3,1
44,184,58.1,2,0
24,163,62.0,4,1
30,169,50.7,3,0
44,162,53.8,4,1
30,183,55.4,3,0
58,184,67.6,5,1
19,156,67.5,3,0
37,179,74.0,4,1
28,183,61.5,1,0
19,178,72.3,4,1
31,158,75.4,2,0
25,156,57.5,4,1
27,175,86.5,2,0
46,188,84.1,3,1
25,161,76.7,3,0
59,183,80.7,3,1
20,172,47.1,3,0
34,155,48.6,4,1
43,169,43.8,3,0
48,189,76.9,5,1
36,179,55.8,1,0
45,155,50.0,3,1
42,176,102.9,2,0
38,191,71.1,4,1
24,170,93.7,3,0
51,187,81.1,3,1
40,176,106.9,3,0
59,183,82.3,5,1
34,163,97.3,3,0
50,185,81.9,4,1
39,167,91.0,2,0
28,178,77.0,4,1
18,180,97.4,3,0
21,182,74.1,5,1
53,156,82.5,2,0
59,171,63.1,5,1
19,193,133.2,1,0
35,177,70.6,5,1
56,158,39.9,3,0
43,190,72.2,3,1
29,156,75.9,2,0
22,158,56.0,3,1
39,181,87.0,1,0
27,160,56.4,3,1
23,179,108.1,3,0
49,189,82.4,4,1
33,173,46.2,1,0
47,193,69.4,5,1
36,189,118.1,2,0
43,194,75.4,5,1
23,155,38.0,1,0
36,183,83.3,3,1
24,171,92.9,3,0
23,171,67.1,4,1
43,170,94.1,3,0
49,160,47.4,3,1
35,191,122.7,1,0
18,179,65.5,4,1
37,161,65.3,1,0
37,180,71.6,4,1
29,175,111.3,2,0
24,189,73.9,4,1
52,179,85.3,3,0
23,169,58.6,5,1
46,186,58.3,2,0
21,176,60.3,3,1
41,156,39.9,3,0
54,191,81.3,5,1
52,177,118.2,2,0
53,187,87.0,3,1
57,161,91.5,2,0
48,166,51.4,5,1
27,193,63.5,3,0
31,165,51.6,4,1
46,163,72.1,3,0
34,163,59.5,4,1
41,163,91.4,2,0
28,166,66.9,4,1
30,166,103.6,1,0
54,166,65.6,3,1
57,156,61.5,1,0
39,159,47.4,4,1
55,173,52.6,2,0
35,180,60.5,4,1
20,177,81.5,3,0
44,193,73.3,3,1
54,184,114.2,1,0
53,194,80.8,4,1
23,159,77.4,1,0
21,162,51.4,3,1
38,180,57.7,3,0
43,187,81.5,5,1
23,162,87.7,3,0
26,164,59.2,4,1
36,183,90.6,1,0
33,170,61.9,3,1
21,188,60.8,2,0
24,176,58.6,3,1
48,184,108.3,2,0
51,165,54.3,5,1
56,162,76.7,3,0
40,166,65.6,5,1
45,176,56.7,3,0
24,160,63.2,5,1
53,163,86.4,3,0
46,178,75.0,3,1
59,180,116.1,3,0
54,172,64.4,4,1
18,158,45.8,3,0
43,162,58.1,3,1
20,186,97.9,2,0
23,190,73.0,5,1
22,167,44.8,2,0
28,162,53.0,4,1
20,190,54.4,3,0
44,182,70.1,3,1
50,168,74.9,2,0
24,169,54.9,5,1
30,163,91.9,3,0
41,187,69.3,3,1
40,185,109.3,3,0
47,193,76.3,5,1
33,160,64.8,1,0
57,183,76.5,4,1
50,193,68.0,1,0
41,169,58.6,5,1
54,161,65.4,1,0
57,171,62.9,3,1
44,155,44.0,1,0
24,155,49.3,5,1
32,185,54.6,3,0
23,183,64.4,4,1
41,171,97.9,3,0
59,193,76.5,3,1
38,172,47.0,3,0
29,175,69.6,5,1
43,162,43.3,1,0
57,179,77.9,3,1
52,191,61.4,2,0
21,174,70.2,3,1
41,174,52.4,3,0
53,192,87.4,5,1
40,166,42.4,1,0
38,169,60.3,5,1
59,158,44.0,3,0
26,161,49.3,3,1
22,165,42.7,2,0
47,158,49.4,4,1
20,175,89.7,1,0
26,174,60.2,4,1
36,157,44.4,1,0
40,188,82.6,3,1
32,157,61.9,3,0
28,191,69.0,3,1
18,157,77.6,3,0
47,164,64.9,3,1
39,169,89.5,1,0
40,155,53.2,5,1
31,162,48.1,3,0
18,182,71.9,5,1
35,188,104.2,3,0
25,173,64.3,4,1
39,183,101.5,3,0
20,173,64.1,5,1
28,180,57.7,1,0
26,188,72.3,5,1
18,166,96.4,2,0
51,188,75.4,5,1
43,170,52.7,2,0
36,162,64.7,5,1
55,183,94.7,3,0
45,180,62.8,5,1
19,157,72.1,3,0
45,171,64.1,3,1
40,174,114.5,3,0
34,182,70.1,4,1
39,191,116.0,1,0
29,156,45.2,4,1
39,171,75.5,3,0
34,182,68.7,4,1
55,187,55.6,3,0
39,184,67.3,3,1
51,188,108.0,3,0
25,193,81.4,3,1
45,191,130.3,1,0
19,185,79.2,4,1
29,166,92.7,2,0
28,167,54.3,4,1
25,174,114.3,2,0
25,167,62.1,5,1
40,169,90.6,1,0
53,157,53.2,3,1
36,156,42.7,2,0
45,181,68.2,5,1
53,192,102.2,3,0
47,175,72.5,5,1
43,176,47.2,2,0
26,171,71.1,5,1
56,176,50.8,2,0
22,163,53.9,4,1
59,184,60.7,1,0
36,162,48.8,4,1
52,185,52.4,1,0
49,192,83.0,4,1
37,172,45.6,2,0
56,162,62.7,4,1
31,159,68.3,1,0
24,170,55.1,4,1
31,187,56.0,3,0
49,157,49.3,4,1
23,178,115.4,3,0
49,160,61.2,3,1
29,181,49.2,3,0
30,194,91.8,3,1
58,167,49.9,2,0
53,172,58.2,4,1
35,186,127.9,1,0
34,163,64.8,4,1
25,191,55.5,2,0
24,180,77.8,4,1
28,168,77.9,1,0
46,177,70.7,5,1
30,166,47.6,2,0
28,185,67.0,4,1
59,179,93.4,2,0
55,160,58.8,5,1
21,158,68.1,3,0
26,162,58.3,5,1
38,166,44.8,2,0
31,184,77.5,3,1
55,180,89.2,2,0
23,194,89.6,3,1
42,186,119.5,1,0
48,191,82.7,3,1
55,177,112.8,3,0
29,167,55.7,4,1
23,192,123.0,1,0
25,194,78.5,5,1
53,189,57.4,3,0
39,159,61.8,4,1
37,187,124.9,2,0
24,192,76.2,4,1
59,176,55.4,2,0
32,185,77.3,5,1
42,179,55.3,2,0
39,177,60.3,3,1
32,155,39.3,1,0
53,176,70.9,3,1
26,179,56.5,3,0
31,186,82.1,3,1
52,155,81.3,3,0
45,170,55.3,3,1
38,171,94.5,1,0
32,166,63.8,3,1
32,188,59.7,1,0
22,177,73.2,4,1
34,173,45.4,2,0
23,187,78.1,5,1
40,164,42.8,3,0
59,181,68.6,4,1
24,161,88.7,3,0
26,174,66.1,4,1
33,171,50.8,2,0
25,175,75.8,4,1
26,157,78.2,2,0
51,162,62.3,5,1
31,194,140.6,2,0
40,177,69.6,5,1
41,182,90.5,2,0
30,163,63.7,3,1
44,183,106.2,3,0
51,166,64.4,5,1
50,167,86.8,3,0
18,159,56.9,4,1
22,186,103.5,2,0
38,164,61.8,5,1
38,179,118.0,3,0
39,158,58.5,4,1
45,185,117.4,2,0
41,171,69.1,4,1
22,183,94.1,1,0
44,178,70.8,5,1
25,156,39.8,1,0
49,155,58.2,5,1
27,180,56.4,1,0
40,164,63.1,3,1
43,183,124.6,2,0
59,159,47.3,3,1
41,192,60.4,1,0
19,156,57.2,4,1
51,174,50.5,1,0
59,159,51.9,3,1
51,163,98.7,1,0
52,183,67.9,5,1
25,155,68.4,1,0
41,182,77.6,3,1
54,174,47.5,1,0
20,155,47.4,3,1
43,171,90.6,3,0
30,159,51.8,3,1
42,158,92.7,1,0
23,181,78.0,4,1
20,187,127.3,2,0
31,157,52.0,4,1
20,176,54.8,2,0
58,187,66.1,5,1
49,165,43.9,2,0
57,189,75.1,3,1
53,173,95.1,3,0
58,179,69.0,5,1
37,182,85.2,3,0
57,160,57.6,5,1
38,167,88.3,1,0
35,185,74.0,4,1
